ano;qtde_ocorrencias;crime;regiao;estado
2007;1;Lesao corporal seguida de morte;nordeste;sergipe
2007;0;Lesao corporal seguida de morte;sudeste;sao paulo
2007;3;Lesao corporal seguida de morte;norte;tocantins
2008;3;Lesao corporal seguida de morte;norte;acre
2008;21;Lesao corporal seguida de morte;nordeste;alagoas
2008;12;Lesao corporal seguida de morte;norte;amazonas
2008;16;Lesao corporal seguida de morte;norte;amapa
2008;100;Lesao corporal seguida de morte;nordeste;bahia
2008;71;Lesao corporal seguida de morte;nordeste;ceara
2008;10;Lesao corporal seguida de morte;centro-oeste;distrito federal
2008;6;Lesao corporal seguida de morte;sudeste;espirito santo
2008;10;Lesao corporal seguida de morte;centro-oeste;goias
2008;32;Lesao corporal seguida de morte;nordeste;maranhao
2008;0;Lesao corporal seguida de morte;sudeste;minas gerais
2008;17;Lesao corporal seguida de morte;centro-oeste;mato grosso do sul
2008;37;Lesao corporal seguida de morte;centro-oeste;mato grosso
2008;48;Lesao corporal seguida de morte;norte;para
2008;11;Lesao corporal seguida de morte;nordeste;paraiba
2008;12;Lesao corporal seguida de morte;nordeste;pernambuco
2008;3;Lesao corporal seguida de morte;nordeste;piaui
2008;69;Lesao corporal seguida de morte;sul;parana
2008;44;Lesao corporal seguida de morte;sudeste;rio de janeiro
2008;63;Lesao corporal seguida de morte;nordeste;rio grande do norte
2008;10;Lesao corporal seguida de morte;norte;rondonia
2008;1;Lesao corporal seguida de morte;norte;roraima
2008;94;Lesao corporal seguida de morte;sul;rio grande do sul
2008;43;Lesao corporal seguida de morte;sul;santa catarina
2008;8;Lesao corporal seguida de morte;nordeste;sergipe
2008;0;Lesao corporal seguida de morte;sudeste;sao paulo
2008;10;Lesao corporal seguida de morte;norte;tocantins
2009;0;Lesao corporal seguida de morte;norte;acre
2009;12;Lesao corporal seguida de morte;nordeste;alagoas
2009;42;Lesao corporal seguida de morte;norte;amazonas
2009;7;Lesao corporal seguida de morte;norte;amapa
2009;217;Lesao corporal seguida de morte;nordeste;bahia
2009;86;Lesao corporal seguida de morte;nordeste;ceara
2009;3;Lesao corporal seguida de morte;centro-oeste;distrito federal
2009;8;Lesao corporal seguida de morte;sudeste;espirito santo
2009;7;Lesao corporal seguida de morte;centro-oeste;goias
2009;46;Lesao corporal seguida de morte;nordeste;maranhao
2009;0;Lesao corporal seguida de morte;sudeste;minas gerais
2009;2;Lesao corporal seguida de morte;centro-oeste;mato grosso do sul
2009;19;Lesao corporal seguida de morte;centro-oeste;mato grosso
2009;33;Lesao corporal seguida de morte;norte;para
2009;6;Lesao corporal seguida de morte;nordeste;paraiba
2009;12;Lesao corporal seguida de morte;nordeste;pernambuco
2009;1;Lesao corporal seguida de morte;nordeste;piaui
2009;107;Lesao corporal seguida de morte;sul;parana
2009;40;Lesao corporal seguida de morte;sudeste;rio de janeiro
2009;37;Lesao corporal seguida de morte;nordeste;rio grande do norte
2009;2;Lesao corporal seguida de morte;norte;rondonia
2009;1;Lesao corporal seguida de morte;norte;roraima
2009;110;Lesao corporal seguida de morte;sul;rio grande do sul
2009;94;Lesao corporal seguida de morte;sul;santa catarina
2009;10;Lesao corporal seguida de morte;nordeste;sergipe
2009;0;Lesao corporal seguida de morte;sudeste;sao paulo
2009;7;Lesao corporal seguida de morte;norte;tocantins
2010;0;Lesao corporal seguida de morte;norte;acre
2010;20;Lesao corporal seguida de morte;nordeste;alagoas
2010;20;Lesao corporal seguida de morte;norte;amazonas
2010;3;Lesao corporal seguida de morte;norte;amapa
2010;178;Lesao corporal seguida de morte;nordeste;bahia
2010;60;Lesao corporal seguida de morte;nordeste;ceara
2010;58;Lesao corporal seguida de morte;centro-oeste;distrito federal
2010;21;Lesao corporal seguida de morte;sudeste;espirito santo
2010;12;Lesao corporal seguida de morte;centro-oeste;goias
2010;35;Lesao corporal seguida de morte;nordeste;maranhao
2010;0;Lesao corporal seguida de morte;sudeste;minas gerais
2010;7;Lesao corporal seguida de morte;centro-oeste;mato grosso do sul
2010;31;Lesao corporal seguida de morte;centro-oeste;mato grosso
2010;11;Lesao corporal seguida de morte;norte;para
2010;5;Lesao corporal seguida de morte;nordeste;paraiba
2010;28;Lesao corporal seguida de morte;nordeste;pernambuco
2010;1;Lesao corporal seguida de morte;nordeste;piaui
2010;218;Lesao corporal seguida de morte;sul;parana
2010;42;Lesao corporal seguida de morte;sudeste;rio de janeiro
2010;132;Lesao corporal seguida de morte;nordeste;rio grande do norte
2010;8;Lesao corporal seguida de morte;norte;rondonia
2010;0;Lesao corporal seguida de morte;norte;roraima
2010;87;Lesao corporal seguida de morte;sul;rio grande do sul
2010;98;Lesao corporal seguida de morte;sul;santa catarina
2010;8;Lesao corporal seguida de morte;nordeste;sergipe
2010;0;Lesao corporal seguida de morte;sudeste;sao paulo
2010;3;Lesao corporal seguida de morte;norte;tocantins
2011;0;Lesao corporal seguida de morte;norte;acre
2011;21;Lesao corporal seguida de morte;nordeste;alagoas
2011;20;Lesao corporal seguida de morte;norte;amazonas
2011;0;Lesao corporal seguida de morte;norte;amapa
2011;212;Lesao corporal seguida de morte;nordeste;bahia
2011;63;Lesao corporal seguida de morte;nordeste;ceara
2011;13;Lesao corporal seguida de morte;centro-oeste;distrito federal
2011;4;Lesao corporal seguida de morte;sudeste;espirito santo
2011;6;Lesao corporal seguida de morte;centro-oeste;goias
2011;218;Lesao corporal seguida de morte;nordeste;maranhao
2011;60;Lesao corporal seguida de morte;sudeste;minas gerais
2011;7;Lesao corporal seguida de morte;centro-oeste;mato grosso do sul
2011;22;Lesao corporal seguida de morte;centro-oeste;mato grosso
2011;44;Lesao corporal seguida de morte;norte;para
2011;7;Lesao corporal seguida de morte;nordeste;paraiba
2011;49;Lesao corporal seguida de morte;nordeste;pernambuco
2011;4;Lesao corporal seguida de morte;nordeste;piaui
2011;155;Lesao corporal seguida de morte;sul;parana
2011;39;Lesao corporal seguida de morte;sudeste;rio de janeiro
2011;150;Lesao corporal seguida de morte;nordeste;rio grande do norte
2011;4;Lesao corporal seguida de morte;norte;rondonia
2011;5;Lesao corporal seguida de morte;norte;roraima
2011;81;Lesao corporal seguida de morte;sul;rio grande do sul
2011;97;Lesao corporal seguida de morte;sul;santa catarina
2011;13;Lesao corporal seguida de morte;nordeste;sergipe
2011;0;Lesao corporal seguida de morte;sudeste;sao paulo
2011;5;Lesao corporal seguida de morte;norte;tocantins
2012;2;Lesao corporal seguida de morte;norte;acre
2012;18;Lesao corporal seguida de morte;nordeste;alagoas
2012;26;Lesao corporal seguida de morte;norte;amazonas
2012;2;Lesao corporal seguida de morte;norte;amapa
2012;141;Lesao corporal seguida de morte;nordeste;bahia
2012;64;Lesao corporal seguida de morte;nordeste;ceara
2012;5;Lesao corporal seguida de morte;centro-oeste;distrito federal
2012;13;Lesao corporal seguida de morte;sudeste;espirito santo
2012;16;Lesao corporal seguida de morte;centro-oeste;goias
2012;102;Lesao corporal seguida de morte;nordeste;maranhao
2012;73;Lesao corporal seguida de morte;sudeste;minas gerais
2012;18;Lesao corporal seguida de morte;centro-oeste;mato grosso do sul
2012;59;Lesao corporal seguida de morte;centro-oeste;mato grosso
2012;79;Lesao corporal seguida de morte;norte;para
2012;4;Lesao corporal seguida de morte;nordeste;paraiba
2012;82;Lesao corporal seguida de morte;nordeste;pernambuco
2012;18;Lesao corporal seguida de morte;nordeste;piaui
2012;109;Lesao corporal seguida de morte;sul;parana
2012;24;Lesao corporal seguida de morte;sudeste;rio de janeiro
2012;10;Lesao corporal seguida de morte;nordeste;rio grande do norte
2012;8;Lesao corporal seguida de morte;norte;rondonia
2012;4;Lesao corporal seguida de morte;norte;roraima
2012;55;Lesao corporal seguida de morte;sul;rio grande do sul
2012;42;Lesao corporal seguida de morte;sul;santa catarina
2012;6;Lesao corporal seguida de morte;nordeste;sergipe
2012;0;Lesao corporal seguida de morte;sudeste;sao paulo
2012;4;Lesao corporal seguida de morte;norte;tocantins
2013;4;Lesao corporal seguida de morte;norte;acre
2013;11;Lesao corporal seguida de morte;nordeste;alagoas
2013;33;Lesao corporal seguida de morte;norte;amazonas
2013;7;Lesao corporal seguida de morte;norte;amapa
2013;122;Lesao corporal seguida de morte;nordeste;bahia
2013;75;Lesao corporal seguida de morte;nordeste;ceara
2013;7;Lesao corporal seguida de morte;centro-oeste;distrito federal
2013;18;Lesao corporal seguida de morte;sudeste;espirito santo
2013;11;Lesao corporal seguida de morte;centro-oeste;goias
2013;99;Lesao corporal seguida de morte;nordeste;maranhao
2013;61;Lesao corporal seguida de morte;sudeste;minas gerais
2013;17;Lesao corporal seguida de morte;centro-oeste;mato grosso do sul
2013;63;Lesao corporal seguida de morte;centro-oeste;mato grosso
2013;41;Lesao corporal seguida de morte;norte;para
2013;14;Lesao corporal seguida de morte;nordeste;paraiba
2013;83;Lesao corporal seguida de morte;nordeste;pernambuco
2013;16;Lesao corporal seguida de morte;nordeste;piaui
2013;86;Lesao corporal seguida de morte;sul;parana
2013;39;Lesao corporal seguida de morte;sudeste;rio de janeiro
2013;321;Lesao corporal seguida de morte;nordeste;rio grande do norte
2013;3;Lesao corporal seguida de morte;norte;rondonia
2013;6;Lesao corporal seguida de morte;norte;roraima
2013;0;Lesao corporal seguida de morte;sul;rio grande do sul
2013;19;Lesao corporal seguida de morte;sul;santa catarina
2013;8;Lesao corporal seguida de morte;nordeste;sergipe
2013;0;Lesao corporal seguida de morte;sudeste;sao paulo
2013;8;Lesao corporal seguida de morte;norte;tocantins
2014;2;Lesao corporal seguida de morte;norte;acre
2014;13;Lesao corporal seguida de morte;nordeste;alagoas
2014;18;Lesao corporal seguida de morte;norte;amazonas
2014;1;Lesao corporal seguida de morte;norte;amapa
2014;125;Lesao corporal seguida de morte;nordeste;bahia
2014;67;Lesao corporal seguida de morte;nordeste;ceara
2014;3;Lesao corporal seguida de morte;centro-oeste;distrito federal
2014;25;Lesao corporal seguida de morte;sudeste;espirito santo
2014;24;Lesao corporal seguida de morte;centro-oeste;goias
2014;124;Lesao corporal seguida de morte;nordeste;maranhao
2014;70;Lesao corporal seguida de morte;sudeste;minas gerais
2014;8;Lesao corporal seguida de morte;centro-oeste;mato grosso do sul
2014;36;Lesao corporal seguida de morte;centro-oeste;mato grosso
2014;22;Lesao corporal seguida de morte;norte;para
2014;5;Lesao corporal seguida de morte;nordeste;paraiba
2014;38;Lesao corporal seguida de morte;nordeste;pernambuco
2014;14;Lesao corporal seguida de morte;nordeste;piaui
2014;66;Lesao corporal seguida de morte;sul;parana
2014;41;Lesao corporal seguida de morte;sudeste;rio de janeiro
2014;74;Lesao corporal seguida de morte;nordeste;rio grande do norte
2014;7;Lesao corporal seguida de morte;norte;rondonia
2014;1;Lesao corporal seguida de morte;norte;roraima
2014;52;Lesao corporal seguida de morte;sul;rio grande do sul
2014;13;Lesao corporal seguida de morte;sul;santa catarina
2014;2;Lesao corporal seguida de morte;nordeste;sergipe
2014;26;Lesao corporal seguida de morte;sudeste;sao paulo
2014;9;Lesao corporal seguida de morte;norte;tocantins
2015;3;Lesao corporal seguida de morte;norte;acre
2015;7;Lesao corporal seguida de morte;nordeste;alagoas
2015;35;Lesao corporal seguida de morte;norte;amazonas
2015;2;Lesao corporal seguida de morte;norte;amapa
2015;124;Lesao corporal seguida de morte;nordeste;bahia
2015;31;Lesao corporal seguida de morte;nordeste;ceara
2015;7;Lesao corporal seguida de morte;centro-oeste;distrito federal
2015;16;Lesao corporal seguida de morte;sudeste;espirito santo
2015;26;Lesao corporal seguida de morte;centro-oeste;goias
2015;67;Lesao corporal seguida de morte;nordeste;maranhao
2015;62;Lesao corporal seguida de morte;sudeste;minas gerais
2015;6;Lesao corporal seguida de morte;centro-oeste;mato grosso do sul
2015;32;Lesao corporal seguida de morte;centro-oeste;mato grosso
2015;23;Lesao corporal seguida de morte;norte;para
2015;8;Lesao corporal seguida de morte;nordeste;paraiba
2015;23;Lesao corporal seguida de morte;nordeste;pernambuco
2015;11;Lesao corporal seguida de morte;nordeste;piaui
2015;61;Lesao corporal seguida de morte;sul;parana
2015;32;Lesao corporal seguida de morte;sudeste;rio de janeiro
2015;135;Lesao corporal seguida de morte;nordeste;rio grande do norte
2015;4;Lesao corporal seguida de morte;norte;rondonia
2015;5;Lesao corporal seguida de morte;norte;roraima
2015;32;Lesao corporal seguida de morte;sul;rio grande do sul
2015;15;Lesao corporal seguida de morte;sul;santa catarina
2015;0;Lesao corporal seguida de morte;nordeste;sergipe
2015;45;Lesao corporal seguida de morte;sudeste;sao paulo
2015;7;Lesao corporal seguida de morte;norte;tocantins
2016;1;Lesao corporal seguida de morte;norte;acre
2016;8;Lesao corporal seguida de morte;nordeste;alagoas
2016;35;Lesao corporal seguida de morte;norte;amazonas
2016;13;Lesao corporal seguida de morte;norte;amapa
2016;114;Lesao corporal seguida de morte;nordeste;bahia
2016;35;Lesao corporal seguida de morte;nordeste;ceara
2016;5;Lesao corporal seguida de morte;centro-oeste;distrito federal
2016;13;Lesao corporal seguida de morte;sudeste;espirito santo
2016;48;Lesao corporal seguida de morte;centro-oeste;goias
2016;31;Lesao corporal seguida de morte;nordeste;maranhao
2016;57;Lesao corporal seguida de morte;sudeste;minas gerais
2016;7;Lesao corporal seguida de morte;centro-oeste;mato grosso do sul
2016;22;Lesao corporal seguida de morte;centro-oeste;mato grosso
2016;53;Lesao corporal seguida de morte;norte;para
2016;11;Lesao corporal seguida de morte;nordeste;paraiba
2016;34;Lesao corporal seguida de morte;nordeste;pernambuco
2016;12;Lesao corporal seguida de morte;nordeste;piaui
2016;60;Lesao corporal seguida de morte;sul;parana
2016;56;Lesao corporal seguida de morte;sudeste;rio de janeiro
2016;118;Lesao corporal seguida de morte;nordeste;rio grande do norte
2016;6;Lesao corporal seguida de morte;norte;rondonia
2016;5;Lesao corporal seguida de morte;norte;roraima
2016;27;Lesao corporal seguida de morte;sul;rio grande do sul
2016;20;Lesao corporal seguida de morte;sul;santa catarina
2016;0;Lesao corporal seguida de morte;nordeste;sergipe
2016;34;Lesao corporal seguida de morte;sudeste;sao paulo
2016;5;Lesao corporal seguida de morte;norte;tocantins
2007;8;Mortes a esclarecer;norte;acre
2007;0;Mortes a esclarecer;nordeste;alagoas
2007;4;Mortes a esclarecer;norte;amazonas
2007;1;Mortes a esclarecer;norte;amapa
2007;546;Mortes a esclarecer;nordeste;bahia
2007;369;Mortes a esclarecer;nordeste;ceara
2007;42;Mortes a esclarecer;centro-oeste;distrito federal
2007;0;Mortes a esclarecer;sudeste;espirito santo
2007;1375;Mortes a esclarecer;centro-oeste;goias
2007;23;Mortes a esclarecer;nordeste;maranhao
2007;12;Mortes a esclarecer;sudeste;minas gerais
2007;410;Mortes a esclarecer;centro-oeste;mato grosso do sul
2007;176;Mortes a esclarecer;centro-oeste;mato grosso
2007;0;Mortes a esclarecer;norte;para
2007;65;Mortes a esclarecer;nordeste;paraiba
2007;977;Mortes a esclarecer;nordeste;pernambuco
2007;38;Mortes a esclarecer;nordeste;piaui
2007;0;Mortes a esclarecer;sul;parana
2007;2007;Mortes a esclarecer;sudeste;rio de janeiro
2007;197;Mortes a esclarecer;nordeste;rio grande do norte
2007;314;Mortes a esclarecer;norte;rondonia
2007;32;Mortes a esclarecer;norte;roraima
2007;0;Mortes a esclarecer;sul;rio grande do sul
2007;227;Mortes a esclarecer;sul;santa catarina
2007;0;Mortes a esclarecer;nordeste;sergipe
2007;0;Mortes a esclarecer;sudeste;sao paulo
2007;54;Mortes a esclarecer;norte;tocantins
2008;7;Mortes a esclarecer;norte;acre
2008;31;Mortes a esclarecer;nordeste;alagoas
2008;14;Mortes a esclarecer;norte;amazonas
2008;3;Mortes a esclarecer;norte;amapa
2008;599;Mortes a esclarecer;nordeste;bahia
2008;331;Mortes a esclarecer;nordeste;ceara
2008;38;Mortes a esclarecer;centro-oeste;distrito federal
2008;144;Mortes a esclarecer;sudeste;espirito santo
2008;1585;Mortes a esclarecer;centro-oeste;goias
2008;8;Mortes a esclarecer;nordeste;maranhao
2008;11;Mortes a esclarecer;sudeste;minas gerais
2008;353;Mortes a esclarecer;centro-oeste;mato grosso do sul
2008;195;Mortes a esclarecer;centro-oeste;mato grosso
2008;0;Mortes a esclarecer;norte;para
2008;105;Mortes a esclarecer;nordeste;paraiba
2008;1732;Mortes a esclarecer;nordeste;pernambuco
2008;53;Mortes a esclarecer;nordeste;piaui
2008;1756;Mortes a esclarecer;sul;parana
2008;1893;Mortes a esclarecer;sudeste;rio de janeiro
2008;143;Mortes a esclarecer;nordeste;rio grande do norte
2008;232;Mortes a esclarecer;norte;rondonia
2008;42;Mortes a esclarecer;norte;roraima
2008;0;Mortes a esclarecer;sul;rio grande do sul
2008;516;Mortes a esclarecer;sul;santa catarina
2008;304;Mortes a esclarecer;nordeste;sergipe
2008;0;Mortes a esclarecer;sudeste;sao paulo
2008;73;Mortes a esclarecer;norte;tocantins
2009;7;Mortes a esclarecer;norte;acre
2009;0;Mortes a esclarecer;nordeste;alagoas
2009;4;Mortes a esclarecer;norte;amazonas
2009;2;Mortes a esclarecer;norte;amapa
2009;660;Mortes a esclarecer;nordeste;bahia
2009;293;Mortes a esclarecer;nordeste;ceara
2009;50;Mortes a esclarecer;centro-oeste;distrito federal
2009;104;Mortes a esclarecer;sudeste;espirito santo
2009;1279;Mortes a esclarecer;centro-oeste;goias
2009;0;Mortes a esclarecer;nordeste;maranhao
2009;0;Mortes a esclarecer;sudeste;minas gerais
2009;370;Mortes a esclarecer;centro-oeste;mato grosso do sul
2009;305;Mortes a esclarecer;centro-oeste;mato grosso
2009;3;Mortes a esclarecer;norte;para
2009;69;Mortes a esclarecer;nordeste;paraiba
2009;791;Mortes a esclarecer;nordeste;pernambuco
2009;50;Mortes a esclarecer;nordeste;piaui
2009;2123;Mortes a esclarecer;sul;parana
2009;1730;Mortes a esclarecer;sudeste;rio de janeiro
2009;132;Mortes a esclarecer;nordeste;rio grande do norte
2009;269;Mortes a esclarecer;norte;rondonia
2009;82;Mortes a esclarecer;norte;roraima
2009;1174;Mortes a esclarecer;sul;rio grande do sul
2009;221;Mortes a esclarecer;sul;santa catarina
2009;370;Mortes a esclarecer;nordeste;sergipe
2009;0;Mortes a esclarecer;sudeste;sao paulo
2009;90;Mortes a esclarecer;norte;tocantins
2010;10;Mortes a esclarecer;norte;acre
2010;0;Mortes a esclarecer;nordeste;alagoas
2010;38;Mortes a esclarecer;norte;amazonas
2010;0;Mortes a esclarecer;norte;amapa
2010;603;Mortes a esclarecer;nordeste;bahia
2010;521;Mortes a esclarecer;nordeste;ceara
2010;129;Mortes a esclarecer;centro-oeste;distrito federal
2010;484;Mortes a esclarecer;sudeste;espirito santo
2010;579;Mortes a esclarecer;centro-oeste;goias
2010;0;Mortes a esclarecer;nordeste;maranhao
2010;3054;Mortes a esclarecer;sudeste;minas gerais
2010;448;Mortes a esclarecer;centro-oeste;mato grosso do sul
2010;257;Mortes a esclarecer;centro-oeste;mato grosso
2010;0;Mortes a esclarecer;norte;para
2010;43;Mortes a esclarecer;nordeste;paraiba
2010;0;Mortes a esclarecer;nordeste;pernambuco
2010;28;Mortes a esclarecer;nordeste;piaui
2010;0;Mortes a esclarecer;sul;parana
2010;1447;Mortes a esclarecer;sudeste;rio de janeiro
2010;212;Mortes a esclarecer;nordeste;rio grande do norte
2010;290;Mortes a esclarecer;norte;rondonia
2010;117;Mortes a esclarecer;norte;roraima
2010;1260;Mortes a esclarecer;sul;rio grande do sul
2010;923;Mortes a esclarecer;sul;santa catarina
2010;416;Mortes a esclarecer;nordeste;sergipe
2010;0;Mortes a esclarecer;sudeste;sao paulo
2010;138;Mortes a esclarecer;norte;tocantins
2011;12;Mortes a esclarecer;norte;acre
2011;34;Mortes a esclarecer;nordeste;alagoas
2011;76;Mortes a esclarecer;norte;amazonas
2011;0;Mortes a esclarecer;norte;amapa
2011;480;Mortes a esclarecer;nordeste;bahia
2011;569;Mortes a esclarecer;nordeste;ceara
2011;52;Mortes a esclarecer;centro-oeste;distrito federal
2011;415;Mortes a esclarecer;sudeste;espirito santo
2011;523;Mortes a esclarecer;centro-oeste;goias
2011;6;Mortes a esclarecer;nordeste;maranhao
2011;2323;Mortes a esclarecer;sudeste;minas gerais
2011;462;Mortes a esclarecer;centro-oeste;mato grosso do sul
2011;277;Mortes a esclarecer;centro-oeste;mato grosso
2011;0;Mortes a esclarecer;norte;para
2011;31;Mortes a esclarecer;nordeste;paraiba
2011;1271;Mortes a esclarecer;nordeste;pernambuco
2011;44;Mortes a esclarecer;nordeste;piaui
2011;0;Mortes a esclarecer;sul;parana
2011;2456;Mortes a esclarecer;sudeste;rio de janeiro
2011;89;Mortes a esclarecer;nordeste;rio grande do norte
2011;200;Mortes a esclarecer;norte;rondonia
2011;107;Mortes a esclarecer;norte;roraima
2011;1148;Mortes a esclarecer;sul;rio grande do sul
2011;993;Mortes a esclarecer;sul;santa catarina
2011;456;Mortes a esclarecer;nordeste;sergipe
2011;0;Mortes a esclarecer;sudeste;sao paulo
2011;144;Mortes a esclarecer;norte;tocantins
2012;14;Mortes a esclarecer;norte;acre
2012;57;Mortes a esclarecer;nordeste;alagoas
2012;29;Mortes a esclarecer;norte;amazonas
2012;5;Mortes a esclarecer;norte;amapa
2012;439;Mortes a esclarecer;nordeste;bahia
2012;882;Mortes a esclarecer;nordeste;ceara
2012;24;Mortes a esclarecer;centro-oeste;distrito federal
2012;356;Mortes a esclarecer;sudeste;espirito santo
2012;815;Mortes a esclarecer;centro-oeste;goias
2012;81;Mortes a esclarecer;nordeste;maranhao
2012;3780;Mortes a esclarecer;sudeste;minas gerais
2012;421;Mortes a esclarecer;centro-oeste;mato grosso do sul
2012;298;Mortes a esclarecer;centro-oeste;mato grosso
2012;26;Mortes a esclarecer;norte;para
2012;0;Mortes a esclarecer;nordeste;paraiba
2012;736;Mortes a esclarecer;nordeste;pernambuco
2012;87;Mortes a esclarecer;nordeste;piaui
2012;453;Mortes a esclarecer;sul;parana
2012;3625;Mortes a esclarecer;sudeste;rio de janeiro
2012;203;Mortes a esclarecer;nordeste;rio grande do norte
2012;308;Mortes a esclarecer;norte;rondonia
2012;53;Mortes a esclarecer;norte;roraima
2012;1091;Mortes a esclarecer;sul;rio grande do sul
2012;951;Mortes a esclarecer;sul;santa catarina
2012;500;Mortes a esclarecer;nordeste;sergipe
2012;0;Mortes a esclarecer;sudeste;sao paulo
2012;123;Mortes a esclarecer;norte;tocantins
2013;16;Mortes a esclarecer;norte;acre
2013;815;Mortes a esclarecer;nordeste;alagoas
2013;62;Mortes a esclarecer;norte;amazonas
2013;3;Mortes a esclarecer;norte;amapa
2013;440;Mortes a esclarecer;nordeste;bahia
2013;1098;Mortes a esclarecer;nordeste;ceara
2013;0;Mortes a esclarecer;centro-oeste;distrito federal
2013;100;Mortes a esclarecer;sudeste;espirito santo
2013;461;Mortes a esclarecer;centro-oeste;goias
2013;57;Mortes a esclarecer;nordeste;maranhao
2013;1886;Mortes a esclarecer;sudeste;minas gerais
2013;0;Mortes a esclarecer;centro-oeste;mato grosso do sul
2013;261;Mortes a esclarecer;centro-oeste;mato grosso
2013;62;Mortes a esclarecer;norte;para
2013;0;Mortes a esclarecer;nordeste;paraiba
2013;704;Mortes a esclarecer;nordeste;pernambuco
2013;95;Mortes a esclarecer;nordeste;piaui
2013;398;Mortes a esclarecer;sul;parana
2013;0;Mortes a esclarecer;sudeste;rio de janeiro
2013;177;Mortes a esclarecer;nordeste;rio grande do norte
2013;343;Mortes a esclarecer;norte;rondonia
2013;68;Mortes a esclarecer;norte;roraima
2013;0;Mortes a esclarecer;sul;rio grande do sul
2013;0;Mortes a esclarecer;sul;santa catarina
2013;572;Mortes a esclarecer;nordeste;sergipe
2013;0;Mortes a esclarecer;sudeste;sao paulo
2013;155;Mortes a esclarecer;norte;tocantins
2014;0;Mortes a esclarecer;norte;acre
2014;13;Mortes a esclarecer;nordeste;alagoas
2014;46;Mortes a esclarecer;norte;amazonas
2014;4;Mortes a esclarecer;norte;amapa
2014;291;Mortes a esclarecer;nordeste;bahia
2014;1209;Mortes a esclarecer;nordeste;ceara
2014;0;Mortes a esclarecer;centro-oeste;distrito federal
2014;51;Mortes a esclarecer;sudeste;espirito santo
2014;1669;Mortes a esclarecer;centro-oeste;goias
2014;184;Mortes a esclarecer;nordeste;maranhao
2014;0;Mortes a esclarecer;sudeste;minas gerais
2014;897;Mortes a esclarecer;centro-oeste;mato grosso do sul
2014;223;Mortes a esclarecer;centro-oeste;mato grosso
2014;122;Mortes a esclarecer;norte;para
2014;17;Mortes a esclarecer;nordeste;paraiba
2014;928;Mortes a esclarecer;nordeste;pernambuco
2014;84;Mortes a esclarecer;nordeste;piaui
2014;416;Mortes a esclarecer;sul;parana
2014;0;Mortes a esclarecer;sudeste;rio de janeiro
2014;0;Mortes a esclarecer;nordeste;rio grande do norte
2014;272;Mortes a esclarecer;norte;rondonia
2014;77;Mortes a esclarecer;norte;roraima
2014;959;Mortes a esclarecer;sul;rio grande do sul
2014;0;Mortes a esclarecer;sul;santa catarina
2014;0;Mortes a esclarecer;nordeste;sergipe
2014;0;Mortes a esclarecer;sudeste;sao paulo
2014;114;Mortes a esclarecer;norte;tocantins
2015;24;Mortes a esclarecer;norte;acre
2015;14;Mortes a esclarecer;nordeste;alagoas
2015;105;Mortes a esclarecer;norte;amazonas
2015;8;Mortes a esclarecer;norte;amapa
2015;311;Mortes a esclarecer;nordeste;bahia
2015;758;Mortes a esclarecer;nordeste;ceara
2015;9;Mortes a esclarecer;centro-oeste;distrito federal
2015;40;Mortes a esclarecer;sudeste;espirito santo
2015;2165;Mortes a esclarecer;centro-oeste;goias
2015;147;Mortes a esclarecer;nordeste;maranhao
2015;0;Mortes a esclarecer;sudeste;minas gerais
2015;900;Mortes a esclarecer;centro-oeste;mato grosso do sul
2015;287;Mortes a esclarecer;centro-oeste;mato grosso
2015;167;Mortes a esclarecer;norte;para
2015;11;Mortes a esclarecer;nordeste;paraiba
2015;199;Mortes a esclarecer;nordeste;pernambuco
2015;74;Mortes a esclarecer;nordeste;piaui
2015;444;Mortes a esclarecer;sul;parana
2015;0;Mortes a esclarecer;sudeste;rio de janeiro
2015;0;Mortes a esclarecer;nordeste;rio grande do norte
2015;327;Mortes a esclarecer;norte;rondonia
2015;52;Mortes a esclarecer;norte;roraima
2015;1099;Mortes a esclarecer;sul;rio grande do sul
2015;0;Mortes a esclarecer;sul;santa catarina
2015;0;Mortes a esclarecer;nordeste;sergipe
2015;2088;Mortes a esclarecer;sudeste;sao paulo
2015;109;Mortes a esclarecer;norte;tocantins
2016;16;Mortes a esclarecer;norte;acre
2016;5;Mortes a esclarecer;nordeste;alagoas
2016;42;Mortes a esclarecer;norte;amazonas
2016;10;Mortes a esclarecer;norte;amapa
2016;332;Mortes a esclarecer;nordeste;bahia
2016;757;Mortes a esclarecer;nordeste;ceara
2016;4;Mortes a esclarecer;centro-oeste;distrito federal
2016;42;Mortes a esclarecer;sudeste;espirito santo
2016;1908;Mortes a esclarecer;centro-oeste;goias
2016;156;Mortes a esclarecer;nordeste;maranhao
2016;0;Mortes a esclarecer;sudeste;minas gerais
2016;989;Mortes a esclarecer;centro-oeste;mato grosso do sul
2016;265;Mortes a esclarecer;centro-oeste;mato grosso
2016;308;Mortes a esclarecer;norte;para
2016;13;Mortes a esclarecer;nordeste;paraiba
2016;112;Mortes a esclarecer;nordeste;pernambuco
2016;73;Mortes a esclarecer;nordeste;piaui
2016;457;Mortes a esclarecer;sul;parana
2016;0;Mortes a esclarecer;sudeste;rio de janeiro
2016;1;Mortes a esclarecer;nordeste;rio grande do norte
2016;304;Mortes a esclarecer;norte;rondonia
2016;35;Mortes a esclarecer;norte;roraima
2016;1032;Mortes a esclarecer;sul;rio grande do sul
