cidade, populacao ,estado,regiao
mirangaba,18729,BAHIA,NORDESTE
mirante,9578,BAHIA,NORDESTE
monte santo,51953,BAHIA,NORDESTE
morpara,8950,BAHIA,NORDESTE
morro do chapeu,36856,BAHIA,NORDESTE
mortugaba,12529,BAHIA,NORDESTE
mucuge,9957,BAHIA,NORDESTE
mucuri,42072,BAHIA,NORDESTE
mulungu do morro,11988,BAHIA,NORDESTE
mundo novo,27364,BAHIA,NORDESTE
muniz ferreira,7678,BAHIA,NORDESTE
muquem de sao francisco,11644,BAHIA,NORDESTE
muritiba,30631,BAHIA,NORDESTE
mutuipe,22998,BAHIA,NORDESTE
nazare,29546,BAHIA,NORDESTE
nilo pecanha,14368,BAHIA,NORDESTE
nordestina,13597,BAHIA,NORDESTE
nova canaa,17141,BAHIA,NORDESTE
nova fatima,8119,BAHIA,NORDESTE
nova ibia,6986,BAHIA,NORDESTE
nova itarana,8428,BAHIA,NORDESTE
nova redencao,9500,BAHIA,NORDESTE
nova soure,25460,BAHIA,NORDESTE
nova vicosa,44052,BAHIA,NORDESTE
novo horizonte,12514,BAHIA,NORDESTE
novo triunfo,16037,BAHIA,NORDESTE
olindina,29227,BAHIA,NORDESTE
oliveira dos brejinhos,22805,BAHIA,NORDESTE
ouricangas,8916,BAHIA,NORDESTE
ourolandia,18025,BAHIA,NORDESTE
palmas de monte alto,22553,BAHIA,NORDESTE
palmeiras,9250,BAHIA,NORDESTE
paramirim,22286,BAHIA,NORDESTE
paratinga,32967,BAHIA,NORDESTE
paripiranga,30075,BAHIA,NORDESTE
pau brasil,10673,BAHIA,NORDESTE
paulo afonso,120706,BAHIA,NORDESTE
pe de serra,14226,BAHIA,NORDESTE
pedrao,7527,BAHIA,NORDESTE
pedro alexandre,18209,BAHIA,NORDESTE
piata,18267,BAHIA,NORDESTE
pilao arcado,35740,BAHIA,NORDESTE
pindai,16889,BAHIA,NORDESTE
pindobacu,21171,BAHIA,NORDESTE
pintadas,11012,BAHIA,NORDESTE
pirai do norte,10411,BAHIA,NORDESTE
piripa,11849,BAHIA,NORDESTE
piritiba,25211,BAHIA,NORDESTE
planaltino,9582,BAHIA,NORDESTE
planalto,26915,BAHIA,NORDESTE
pocoes,48861,BAHIA,NORDESTE
pojuca,39718,BAHIA,NORDESTE
ponto novo,15830,BAHIA,NORDESTE
porto seguro,149324,BAHIA,NORDESTE
potiragua,8438,BAHIA,NORDESTE
prado,29326,BAHIA,NORDESTE
presidente dutra,15734,BAHIA,NORDESTE
presidente janio quadros,13334,BAHIA,NORDESTE
presidente tancredo neves,28082,BAHIA,NORDESTE
queimadas,26552,BAHIA,NORDESTE
quijingue,28632,BAHIA,NORDESTE
quixabeira,9411,BAHIA,NORDESTE
rafael jambeiro,23562,BAHIA,NORDESTE
remanso,42672,BAHIA,NORDESTE
retirolandia,14730,BAHIA,NORDESTE
riachao das neves,23313,BAHIA,NORDESTE
riachao do jacuipe,34784,BAHIA,NORDESTE
riacho de santana,36439,BAHIA,NORDESTE
ribeira do amparo,15443,BAHIA,NORDESTE
ribeira do pombal,54965,BAHIA,NORDESTE
ribeirao do largo,7437,BAHIA,NORDESTE
rio de contas,13712,BAHIA,NORDESTE
rio do antonio,15804,BAHIA,NORDESTE
rio do pires,12130,BAHIA,NORDESTE
rio real,41767,BAHIA,NORDESTE
rodelas,9405,BAHIA,NORDESTE
ruy barbosa,32009,BAHIA,NORDESTE
salinas da margarida,15772,BAHIA,NORDESTE
salvador,2953986,BAHIA,NORDESTE
santa barbara,21415,BAHIA,NORDESTE
santa brigida,14976,BAHIA,NORDESTE
santa cruz cabralia,28552,BAHIA,NORDESTE
santa cruz da vitoria,6698,BAHIA,NORDESTE
santa ines,11161,BAHIA,NORDESTE
santaluz,38422,BAHIA,NORDESTE
santa luzia,13398,BAHIA,NORDESTE
santa maria da vitoria,41769,BAHIA,NORDESTE
santana,27492,BAHIA,NORDESTE
santanopolis,9263,BAHIA,NORDESTE
santa rita de cassia,29146,BAHIA,NORDESTE
santa teresinha,10682,BAHIA,NORDESTE
santo amaro,61961,BAHIA,NORDESTE
santo antonio de jesus,103342,BAHIA,NORDESTE
santo estevao,53898,BAHIA,NORDESTE
sao desiderio,33661,BAHIA,NORDESTE
sao domingos,9404,BAHIA,NORDESTE
sao felix,15310,BAHIA,NORDESTE
sao felix do coribe,15825,BAHIA,NORDESTE
sao felipe,21964,BAHIA,NORDESTE
sao francisco do conde,40220,BAHIA,NORDESTE
sao gabriel,19613,BAHIA,NORDESTE
sao goncalo dos campos,38018,BAHIA,NORDESTE
sao jose da vitoria,6045,BAHIA,NORDESTE
sao jose do jacuipe,10784,BAHIA,NORDESTE
sao miguel das matas,12092,BAHIA,NORDESTE
sao sebastiao do passe,45827,BAHIA,NORDESTE
sapeacu,18114,BAHIA,NORDESTE
satiro dias,20429,BAHIA,NORDESTE
saubara,12380,BAHIA,NORDESTE
saude,13385,BAHIA,NORDESTE
seabra,45568,BAHIA,NORDESTE
sebastiao laranjeiras,11696,BAHIA,NORDESTE
senhor do bonfim,81218,BAHIA,NORDESTE
serra do ramalho,32991,BAHIA,NORDESTE
sento se,41891,BAHIA,NORDESTE
serra dourada,18320,BAHIA,NORDESTE
serra preta,16036,BAHIA,NORDESTE
serrinha,83088,BAHIA,NORDESTE
serrolandia,13832,BAHIA,NORDESTE
simoes filho,136050,BAHIA,NORDESTE
sitio do mato,13437,BAHIA,NORDESTE
sitio do quinto,11283,BAHIA,NORDESTE
sobradinho,23713,BAHIA,NORDESTE
souto soares,17503,BAHIA,NORDESTE
tabocas do brejo velho,13057,BAHIA,NORDESTE
tanhacu,21315,BAHIA,NORDESTE
tanque novo,17884,BAHIA,NORDESTE
tanquinho,8232,BAHIA,NORDESTE
taperoa,21462,BAHIA,NORDESTE
tapiramuta,17845,BAHIA,NORDESTE
teixeira de freitas,161690,BAHIA,NORDESTE
teodoro sampaio,7936,BAHIA,NORDESTE
teofilandia,23378,BAHIA,NORDESTE
teolandia,15357,BAHIA,NORDESTE
terra nova,13536,BAHIA,NORDESTE
tremedal,17700,BAHIA,NORDESTE
tucano,52540,BAHIA,NORDESTE
uaua,25773,BAHIA,NORDESTE
ubaira,20800,BAHIA,NORDESTE
ubaitaba,20489,BAHIA,NORDESTE
ubata,27527,BAHIA,NORDESTE
uibai,14474,BAHIA,NORDESTE
umburanas,19522,BAHIA,NORDESTE
una,21331,BAHIA,NORDESTE
urandi,17356,BAHIA,NORDESTE
urucuca,21711,BAHIA,NORDESTE
utinga,19780,BAHIA,NORDESTE
valenca,98749,BAHIA,NORDESTE
valente,28743,BAHIA,NORDESTE
varzea da roca,14662,BAHIA,NORDESTE
varzea do poco,9449,BAHIA,NORDESTE
varzea nova,13454,BAHIA,NORDESTE
varzedo,9375,BAHIA,NORDESTE
vera cruz,43640,BAHIA,NORDESTE
vereda,6620,BAHIA,NORDESTE
vitoria da conquista,348718,BAHIA,NORDESTE
wagner,9753,BAHIA,NORDESTE
wanderley,12935,BAHIA,NORDESTE
wenceslau guimaraes,22365,BAHIA,NORDESTE
xique-xique,48365,BAHIA,NORDESTE
abadia dos dourados,7059,MINAS GERAIS,SUDESTE
abaete,23611,MINAS GERAIS,SUDESTE
abre campo,13733,MINAS GERAIS,SUDESTE
acaiaca,4065,MINAS GERAIS,SUDESTE
acucena,9997,MINAS GERAIS,SUDESTE
agua boa,14370,MINAS GERAIS,SUDESTE
agua comprida,2058,MINAS GERAIS,SUDESTE
aguanil,4440,MINAS GERAIS,SUDESTE
aguas formosas,19416,MINAS GERAIS,SUDESTE
aguas vermelhas,13576,MINAS GERAIS,SUDESTE
aimores,25711,MINAS GERAIS,SUDESTE
aiuruoca,6209,MINAS GERAIS,SUDESTE
alagoa,2752,MINAS GERAIS,SUDESTE
albertina,3046,MINAS GERAIS,SUDESTE
alem paraiba,35866,MINAS GERAIS,SUDESTE
alfenas,79707,MINAS GERAIS,SUDESTE
alfredo vasconcelos,6775,MINAS GERAIS,SUDESTE
almenara,41794,MINAS GERAIS,SUDESTE
alpercata,7515,MINAS GERAIS,SUDESTE
alpinopolis,19846,MINAS GERAIS,SUDESTE
alterosa,14551,MINAS GERAIS,SUDESTE
alto caparao,5791,MINAS GERAIS,SUDESTE
alto rio doce,11693,MINAS GERAIS,SUDESTE
alvarenga,4199,MINAS GERAIS,SUDESTE
alvinopolis,15599,MINAS GERAIS,SUDESTE
alvorada de minas,3673,MINAS GERAIS,SUDESTE
amparo do serra,4924,MINAS GERAIS,SUDESTE
andradas,40706,MINAS GERAIS,SUDESTE
cachoeira de pajeu,9479,MINAS GERAIS,SUDESTE
andrelandia,12507,MINAS GERAIS,SUDESTE
angelandia,8541,MINAS GERAIS,SUDESTE
antonio carlos,11608,MINAS GERAIS,SUDESTE
antonio dias,9637,MINAS GERAIS,SUDESTE
antonio prado de minas,1664,MINAS GERAIS,SUDESTE
aracai,2368,MINAS GERAIS,SUDESTE
aracitaba,2111,MINAS GERAIS,SUDESTE
aracuai,37361,MINAS GERAIS,SUDESTE
araguari,117445,MINAS GERAIS,SUDESTE
arantina,2873,MINAS GERAIS,SUDESTE
araponga,8544,MINAS GERAIS,SUDESTE
arapora,6774,MINAS GERAIS,SUDESTE
arapua,2883,MINAS GERAIS,SUDESTE
araujos,8996,MINAS GERAIS,SUDESTE
araxa,104283,MINAS GERAIS,SUDESTE
arceburgo,10578,MINAS GERAIS,SUDESTE
arcos,39811,MINAS GERAIS,SUDESTE
areado,14956,MINAS GERAIS,SUDESTE
argirita,2859,MINAS GERAIS,SUDESTE
aricanduva,5192,MINAS GERAIS,SUDESTE
arinos,18243,MINAS GERAIS,SUDESTE
astolfo dutra,14118,MINAS GERAIS,SUDESTE
ataleia,13762,MINAS GERAIS,SUDESTE
augusto de lima,5023,MINAS GERAIS,SUDESTE
baependi,19315,MINAS GERAIS,SUDESTE
baldim,8051,MINAS GERAIS,SUDESTE
bambui,24018,MINAS GERAIS,SUDESTE
bandeira,4984,MINAS GERAIS,SUDESTE
bandeira do sul,5739,MINAS GERAIS,SUDESTE
barao de cocais,31968,MINAS GERAIS,SUDESTE
barao de monte alto,5648,MINAS GERAIS,SUDESTE
barbacena,136689,MINAS GERAIS,SUDESTE
barra longa,5624,MINAS GERAIS,SUDESTE
barroso,20882,MINAS GERAIS,SUDESTE
bela vista de minas,10416,MINAS GERAIS,SUDESTE
belmiro braga,3503,MINAS GERAIS,SUDESTE
belo horizonte,2523794,MINAS GERAIS,SUDESTE
belo oriente,26158,MINAS GERAIS,SUDESTE
belo vale,7841,MINAS GERAIS,SUDESTE
berilo,12360,MINAS GERAIS,SUDESTE
bertopolis,4678,MINAS GERAIS,SUDESTE
berizal,4720,MINAS GERAIS,SUDESTE
betim,427146,MINAS GERAIS,SUDESTE
bias fortes,3613,MINAS GERAIS,SUDESTE
bicas,14545,MINAS GERAIS,SUDESTE
biquinhas,2619,MINAS GERAIS,SUDESTE
boa esperanca,40530,MINAS GERAIS,SUDESTE
bocaina de minas,5185,MINAS GERAIS,SUDESTE
bocaiuva,50168,MINAS GERAIS,SUDESTE
bom despacho,50042,MINAS GERAIS,SUDESTE
bom jardim de minas,6644,MINAS GERAIS,SUDESTE
bom jesus da penha,4203,MINAS GERAIS,SUDESTE
bom jesus do amparo,6018,MINAS GERAIS,SUDESTE
bom jesus do galho,15459,MINAS GERAIS,SUDESTE
bom repouso,10775,MINAS GERAIS,SUDESTE
bom sucesso,17907,MINAS GERAIS,SUDESTE
bonfim,7020,MINAS GERAIS,SUDESTE
bonfinopolis de minas,5764,MINAS GERAIS,SUDESTE
bonito de minas,10951,MINAS GERAIS,SUDESTE
borda da mata,19055,MINAS GERAIS,SUDESTE
botelhos,15322,MINAS GERAIS,SUDESTE
botumirim,6540,MINAS GERAIS,SUDESTE
brasilandia de minas,16105,MINAS GERAIS,SUDESTE
brasilia de minas,32732,MINAS GERAIS,SUDESTE
bras pires,4550,MINAS GERAIS,SUDESTE
braunas,5003,MINAS GERAIS,SUDESTE
brazopolis,14889,MINAS GERAIS,SUDESTE
brumadinho,38863,MINAS GERAIS,SUDESTE
bueno brandao,11233,MINAS GERAIS,SUDESTE
buenopolis,10594,MINAS GERAIS,SUDESTE
bugre,4146,MINAS GERAIS,SUDESTE
buritis,24689,MINAS GERAIS,SUDESTE
buritizeiro,28335,MINAS GERAIS,SUDESTE
cabeceira grande,6940,MINAS GERAIS,SUDESTE
cabo verde,14330,MINAS GERAIS,SUDESTE
cachoeira da prata,3710,MINAS GERAIS,SUDESTE
cachoeira de minas,11646,MINAS GERAIS,SUDESTE
cachoeira dourada,2691,MINAS GERAIS,SUDESTE
caetanopolis,11399,MINAS GERAIS,SUDESTE
caete,44377,MINAS GERAIS,SUDESTE
caiana,5440,MINAS GERAIS,SUDESTE
cajuri,4108,MINAS GERAIS,SUDESTE
caldas,14529,MINAS GERAIS,SUDESTE
camacho,3064,MINAS GERAIS,SUDESTE
camanducaia,22057,MINAS GERAIS,SUDESTE
cambui,29165,MINAS GERAIS,SUDESTE
cambuquira,13053,MINAS GERAIS,SUDESTE
campanario,3757,MINAS GERAIS,SUDESTE
campanha,16627,MINAS GERAIS,SUDESTE
campestre,21440,MINAS GERAIS,SUDESTE
campina verde,20079,MINAS GERAIS,SUDESTE
campo azul,3863,MINAS GERAIS,SUDESTE
campo belo,54458,MINAS GERAIS,SUDESTE
campo do meio,11878,MINAS GERAIS,SUDESTE
campo florido,7886,MINAS GERAIS,SUDESTE
campos altos,15387,MINAS GERAIS,SUDESTE
campos gerais,29057,MINAS GERAIS,SUDESTE
canaa,4699,MINAS GERAIS,SUDESTE
canapolis,12117,MINAS GERAIS,SUDESTE
cana verde,5735,MINAS GERAIS,SUDESTE
candeias,15147,MINAS GERAIS,SUDESTE
cantagalo,4517,MINAS GERAIS,SUDESTE
caparao,5489,MINAS GERAIS,SUDESTE
capela nova,4805,MINAS GERAIS,SUDESTE
capelinha,37867,MINAS GERAIS,SUDESTE
capetinga,7152,MINAS GERAIS,SUDESTE
capim branco,9678,MINAS GERAIS,SUDESTE
capinopolis,16250,MINAS GERAIS,SUDESTE
capitao andrade,5405,MINAS GERAIS,SUDESTE
capitao eneas,15237,MINAS GERAIS,SUDESTE
capitolio,8682,MINAS GERAIS,SUDESTE
caputira,9431,MINAS GERAIS,SUDESTE
carai,23781,MINAS GERAIS,SUDESTE
caranaiba,3299,MINAS GERAIS,SUDESTE
carandai,25376,MINAS GERAIS,SUDESTE
carangola,33559,MINAS GERAIS,SUDESTE
caratinga,91841,MINAS GERAIS,SUDESTE
carbonita,9544,MINAS GERAIS,SUDESTE
careacu,6757,MINAS GERAIS,SUDESTE
carlos chagas,19750,MINAS GERAIS,SUDESTE
carmesia,2629,MINAS GERAIS,SUDESTE
carmo da cachoeira,12350,MINAS GERAIS,SUDESTE
carmo da mata,11559,MINAS GERAIS,SUDESTE
carmo de minas,14822,MINAS GERAIS,SUDESTE
carmo do cajuru,22136,MINAS GERAIS,SUDESTE
carmo do paranaiba,30861,MINAS GERAIS,SUDESTE
carmo do rio claro,21458,MINAS GERAIS,SUDESTE
carmopolis de minas,18995,MINAS GERAIS,SUDESTE
carneirinho,10072,MINAS GERAIS,SUDESTE
carrancas,4110,MINAS GERAIS,SUDESTE
carvalhopolis,3581,MINAS GERAIS,SUDESTE
carvalhos,4617,MINAS GERAIS,SUDESTE
casa grande,2309,MINAS GERAIS,SUDESTE
cascalho rico,3071,MINAS GERAIS,SUDESTE
cassia,18057,MINAS GERAIS,SUDESTE
conceicao da barra de minas,4050,MINAS GERAIS,SUDESTE
cataguases,75025,MINAS GERAIS,SUDESTE
catas altas,5316,MINAS GERAIS,SUDESTE
catas altas da noruega,3666,MINAS GERAIS,SUDESTE
catuji,6612,MINAS GERAIS,SUDESTE
catuti,5151,MINAS GERAIS,SUDESTE
caxambu,22208,MINAS GERAIS,SUDESTE
cedro do abaete,1209,MINAS GERAIS,SUDESTE
central de minas,7112,MINAS GERAIS,SUDESTE
centralina,10622,MINAS GERAIS,SUDESTE
chacara,3101,MINAS GERAIS,SUDESTE
chale,5823,MINAS GERAIS,SUDESTE
chapada do norte,15675,MINAS GERAIS,SUDESTE
chapada gaucha,12971,MINAS GERAIS,SUDESTE
chiador,2789,MINAS GERAIS,SUDESTE
cipotanea,6868,MINAS GERAIS,SUDESTE
claraval,4847,MINAS GERAIS,SUDESTE
claro dos pocoes,7819,MINAS GERAIS,SUDESTE
claudio,28287,MINAS GERAIS,SUDESTE
coimbra,7559,MINAS GERAIS,SUDESTE
coluna,9146,MINAS GERAIS,SUDESTE
comendador gomes,3138,MINAS GERAIS,SUDESTE
comercinho,7599,MINAS GERAIS,SUDESTE
conceicao da aparecida,10374,MINAS GERAIS,SUDESTE
conceicao das pedras,2858,MINAS GERAIS,SUDESTE
conceicao das alagoas,26818,MINAS GERAIS,SUDESTE
conceicao de ipanema,4644,MINAS GERAIS,SUDESTE
conceicao do mato dentro,18126,MINAS GERAIS,SUDESTE
conceicao do para,5515,MINAS GERAIS,SUDESTE
conceicao do rio verde,13724,MINAS GERAIS,SUDESTE
conceicao dos ouros,11467,MINAS GERAIS,SUDESTE
conego marinho,7624,MINAS GERAIS,SUDESTE
confins,6608,MINAS GERAIS,SUDESTE
congonhal,11706,MINAS GERAIS,SUDESTE
congonhas,53843,MINAS GERAIS,SUDESTE
congonhas do norte,5134,MINAS GERAIS,SUDESTE
conquista,6960,MINAS GERAIS,SUDESTE
conselheiro lafaiete,127369,MINAS GERAIS,SUDESTE
conselheiro pena,23240,MINAS GERAIS,SUDESTE
consolacao,1810,MINAS GERAIS,SUDESTE
contagem,658580,MINAS GERAIS,SUDESTE
coqueiral,9432,MINAS GERAIS,SUDESTE
coracao de jesus,27052,MINAS GERAIS,SUDESTE
cordisburgo,9029,MINAS GERAIS,SUDESTE
cordislandia,3587,MINAS GERAIS,SUDESTE
corinto,24384,MINAS GERAIS,SUDESTE
coroaci,10339,MINAS GERAIS,SUDESTE
coromandel,28508,MINAS GERAIS,SUDESTE
coronel fabriciano,110326,MINAS GERAIS,SUDESTE
coronel murta,9411,MINAS GERAIS,SUDESTE
coronel pacheco,3125,MINAS GERAIS,SUDESTE
coronel xavier chaves,3471,MINAS GERAIS,SUDESTE
corrego danta,3359,MINAS GERAIS,SUDESTE
corrego do bom jesus,3804,MINAS GERAIS,SUDESTE
corrego fundo,6295,MINAS GERAIS,SUDESTE
corrego novo,2970,MINAS GERAIS,SUDESTE
couto de magalhaes de minas,4444,MINAS GERAIS,SUDESTE
crisolita,6631,MINAS GERAIS,SUDESTE
cristais,12564,MINAS GERAIS,SUDESTE
cristalia,6042,MINAS GERAIS,SUDESTE
cristiano otoni,5225,MINAS GERAIS,SUDESTE
cristina,10482,MINAS GERAIS,SUDESTE
crucilandia,5057,MINAS GERAIS,SUDESTE
cruzeiro da fortaleza,4174,MINAS GERAIS,SUDESTE
cruzilia,15497,MINAS GERAIS,SUDESTE
cuparaque,4995,MINAS GERAIS,SUDESTE
curral de dentro,7623,MINAS GERAIS,SUDESTE
curvelo,79878,MINAS GERAIS,SUDESTE
datas,5471,MINAS GERAIS,SUDESTE
delfim moreira,8205,MINAS GERAIS,SUDESTE
delfinopolis,7186,MINAS GERAIS,SUDESTE
delta,9904,MINAS GERAIS,SUDESTE
descoberto,5047,MINAS GERAIS,SUDESTE
desterro de entre rios,7334,MINAS GERAIS,SUDESTE
desterro do melo,3015,MINAS GERAIS,SUDESTE
diamantina,48230,MINAS GERAIS,SUDESTE
diogo de vasconcelos,3913,MINAS GERAIS,SUDESTE
dionisio,8287,MINAS GERAIS,SUDESTE
divinesia,3455,MINAS GERAIS,SUDESTE
divino,20133,MINAS GERAIS,SUDESTE
divino das laranjeiras,5086,MINAS GERAIS,SUDESTE
divinolandia de minas,7559,MINAS GERAIS,SUDESTE
divinopolis,234937,MINAS GERAIS,SUDESTE
divisa alegre,6625,MINAS GERAIS,SUDESTE
divisa nova,6068,MINAS GERAIS,SUDESTE
divisopolis,10547,MINAS GERAIS,SUDESTE
dom bosco,3818,MINAS GERAIS,SUDESTE
dom cavati,5247,MINAS GERAIS,SUDESTE
dom joaquim,4602,MINAS GERAIS,SUDESTE
dom silverio,5351,MINAS GERAIS,SUDESTE
dom vicoso,3072,MINAS GERAIS,SUDESTE
dona eusebia,6527,MINAS GERAIS,SUDESTE
dores de campos,10093,MINAS GERAIS,SUDESTE
dores de guanhaes,5316,MINAS GERAIS,SUDESTE
dores do indaia,13923,MINAS GERAIS,SUDESTE
dores do turvo,4437,MINAS GERAIS,SUDESTE
doresopolis,1533,MINAS GERAIS,SUDESTE
douradoquara,1930,MINAS GERAIS,SUDESTE
durande,7884,MINAS GERAIS,SUDESTE
eloi mendes,27730,MINAS GERAIS,SUDESTE
engenheiro caldas,11098,MINAS GERAIS,SUDESTE
engenheiro navarro,7377,MINAS GERAIS,SUDESTE
entre folhas,5443,MINAS GERAIS,SUDESTE
entre rios de minas,15292,MINAS GERAIS,SUDESTE
ervalia,19015,MINAS GERAIS,SUDESTE
esmeraldas,69010,MINAS GERAIS,SUDESTE
espera feliz,24805,MINAS GERAIS,SUDESTE
espinosa,32214,MINAS GERAIS,SUDESTE
espirito santo do dourado,4712,MINAS GERAIS,SUDESTE
estiva,11449,MINAS GERAIS,SUDESTE
estrela dalva,2448,MINAS GERAIS,SUDESTE
estrela do indaia,3590,MINAS GERAIS,SUDESTE
estrela do sul,7981,MINAS GERAIS,SUDESTE
eugenopolis,11285,MINAS GERAIS,SUDESTE
ewbank da camara,3952,MINAS GERAIS,SUDESTE
extrema,34344,MINAS GERAIS,SUDESTE
fama,2426,MINAS GERAIS,SUDESTE
faria lemos,3371,MINAS GERAIS,SUDESTE
felicio dos santos,5012,MINAS GERAIS,SUDESTE
sao goncalo do rio preto,3205,MINAS GERAIS,SUDESTE
felisburgo,7431,MINAS GERAIS,SUDESTE
felixlandia,15273,MINAS GERAIS,SUDESTE
fernandes tourinho,3369,MINAS GERAIS,SUDESTE
ferros,10432,MINAS GERAIS,SUDESTE
fervedouro,11039,MINAS GERAIS,SUDESTE
florestal,7343,MINAS GERAIS,SUDESTE
formiga,68423,MINAS GERAIS,SUDESTE
formoso,9294,MINAS GERAIS,SUDESTE
fortaleza de minas,4407,MINAS GERAIS,SUDESTE
fortuna de minas,2932,MINAS GERAIS,SUDESTE
francisco badaro,10557,MINAS GERAIS,SUDESTE
francisco dumont,5215,MINAS GERAIS,SUDESTE
francisco sa,26428,MINAS GERAIS,SUDESTE
franciscopolis,5672,MINAS GERAIS,SUDESTE
frei gaspar,6024,MINAS GERAIS,SUDESTE
frei inocencio,9597,MINAS GERAIS,SUDESTE
frei lagonegro,3510,MINAS GERAIS,SUDESTE
fronteira,17072,MINAS GERAIS,SUDESTE
fronteira dos vales,4733,MINAS GERAIS,SUDESTE
fruta de leite,5709,MINAS GERAIS,SUDESTE
frutal,58770,MINAS GERAIS,SUDESTE
funilandia,4277,MINAS GERAIS,SUDESTE
galileia,7034,MINAS GERAIS,SUDESTE
gameleiras,5246,MINAS GERAIS,SUDESTE
glaucilandia,3160,MINAS GERAIS,SUDESTE
goiabeira,3328,MINAS GERAIS,SUDESTE
goiana,3952,MINAS GERAIS,SUDESTE
goncalves,4410,MINAS GERAIS,SUDESTE
gonzaga,6223,MINAS GERAIS,SUDESTE
gouveia,12064,MINAS GERAIS,SUDESTE
governador valadares,280901,MINAS GERAIS,SUDESTE
grao mogol,15931,MINAS GERAIS,SUDESTE
grupiara,1418,MINAS GERAIS,SUDESTE
guanhaes,34054,MINAS GERAIS,SUDESTE
guape,14460,MINAS GERAIS,SUDESTE
guaraciaba,10542,MINAS GERAIS,SUDESTE
guaraciama,5001,MINAS GERAIS,SUDESTE
guaranesia,19378,MINAS GERAIS,SUDESTE
guarani,9047,MINAS GERAIS,SUDESTE
guarara,3938,MINAS GERAIS,SUDESTE
guarda-mor,6736,MINAS GERAIS,SUDESTE
guaxupe,52294,MINAS GERAIS,SUDESTE
guidoval,7300,MINAS GERAIS,SUDESTE
guimarania,7956,MINAS GERAIS,SUDESTE
guiricema,8714,MINAS GERAIS,SUDESTE
gurinhata,5959,MINAS GERAIS,SUDESTE
heliodora,6561,MINAS GERAIS,SUDESTE
iapu,10962,MINAS GERAIS,SUDESTE
ibertioga,5150,MINAS GERAIS,SUDESTE
ibia,25100,MINAS GERAIS,SUDESTE
ibiai,8400,MINAS GERAIS,SUDESTE
ibiracatu,6165,MINAS GERAIS,SUDESTE
ibiraci,13575,MINAS GERAIS,SUDESTE
ibirite,177475,MINAS GERAIS,SUDESTE
ibitiura de minas,3536,MINAS GERAIS,SUDESTE
ibituruna,3018,MINAS GERAIS,SUDESTE
icarai de minas,11835,MINAS GERAIS,SUDESTE
igarape,41127,MINAS GERAIS,SUDESTE
igaratinga,10547,MINAS GERAIS,SUDESTE
iguatama,8172,MINAS GERAIS,SUDESTE
ijaci,6460,MINAS GERAIS,SUDESTE
ilicinea,12358,MINAS GERAIS,SUDESTE
imbe de minas,6899,MINAS GERAIS,SUDESTE
inconfidentes,7356,MINAS GERAIS,SUDESTE
indaiabira,7524,MINAS GERAIS,SUDESTE
indianopolis,6806,MINAS GERAIS,SUDESTE
ingai,2785,MINAS GERAIS,SUDESTE
inhapim,24792,MINAS GERAIS,SUDESTE
inhauma,6240,MINAS GERAIS,SUDESTE
inimutaba,7489,MINAS GERAIS,SUDESTE
ipaba,18375,MINAS GERAIS,SUDESTE
ipanema,19736,MINAS GERAIS,SUDESTE
ipatinga,261203,MINAS GERAIS,SUDESTE
ipiacu,4285,MINAS GERAIS,SUDESTE
ipuiuna,10125,MINAS GERAIS,SUDESTE
irai de minas,6969,MINAS GERAIS,SUDESTE
itabira,119285,MINAS GERAIS,SUDESTE
itabirinha,11498,MINAS GERAIS,SUDESTE
itabirito,50816,MINAS GERAIS,SUDESTE
itacambira,5374,MINAS GERAIS,SUDESTE
itacarambi,18443,MINAS GERAIS,SUDESTE
itaguara,13329,MINAS GERAIS,SUDESTE
itaipe,12725,MINAS GERAIS,SUDESTE
itajuba,97000,MINAS GERAIS,SUDESTE
itamarandiba,34661,MINAS GERAIS,SUDESTE
itamarati de minas,4362,MINAS GERAIS,SUDESTE
itambacuri,23637,MINAS GERAIS,SUDESTE
itambe do mato dentro,2207,MINAS GERAIS,SUDESTE
itamogi,10501,MINAS GERAIS,SUDESTE
itamonte,15391,MINAS GERAIS,SUDESTE
itanhandu,15290,MINAS GERAIS,SUDESTE
itanhomi,12394,MINAS GERAIS,SUDESTE
itaobim,21559,MINAS GERAIS,SUDESTE
itapagipe,15041,MINAS GERAIS,SUDESTE
itapecerica,22158,MINAS GERAIS,SUDESTE
itapeva,9618,MINAS GERAIS,SUDESTE
itatiaiucu,10979,MINAS GERAIS,SUDESTE
itau de minas,16082,MINAS GERAIS,SUDESTE
itauna,92696,MINAS GERAIS,SUDESTE
itaverava,5690,MINAS GERAIS,SUDESTE
itinga,15147,MINAS GERAIS,SUDESTE
itueta,6120,MINAS GERAIS,SUDESTE
ituiutaba,104526,MINAS GERAIS,SUDESTE
itumirim,6213,MINAS GERAIS,SUDESTE
iturama,38484,MINAS GERAIS,SUDESTE
itutinga,3926,MINAS GERAIS,SUDESTE
jaboticatubas,19545,MINAS GERAIS,SUDESTE
jacinto,12561,MINAS GERAIS,SUDESTE
jacui,7809,MINAS GERAIS,SUDESTE
jacutinga,25453,MINAS GERAIS,SUDESTE
jaguaracu,3158,MINAS GERAIS,SUDESTE
jaiba,37939,MINAS GERAIS,SUDESTE
jampruca,5414,MINAS GERAIS,SUDESTE
janauba,71653,MINAS GERAIS,SUDESTE
januaria,68584,MINAS GERAIS,SUDESTE
