estado,cidade,crime,mes,qtde_crimes
paraiba,brejo do cruz,homicidio doloso,novembro,1
paraiba,caapora,furto de veiculo,novembro,1
paraiba,caapora,homicidio doloso,novembro,2
paraiba,cabedelo,estupro,novembro,1
paraiba,cabedelo,roubo de veiculo,novembro,1
paraiba,cacimba de dentro,furto de veiculo,novembro,2
paraiba,campina grande,estupro,novembro,12
paraiba,campina grande,homicidio doloso,novembro,10
paraiba,campina grande,roubo de veiculo,novembro,1
paraiba,casserengue,homicidio doloso,novembro,1
paraiba,catingueira,estupro,novembro,1
paraiba,caturite,roubo de veiculo,novembro,2
paraiba,conde,homicidio doloso,novembro,3
paraiba,cubati,roubo de veiculo,novembro,3
paraiba,cuite,furto de veiculo,novembro,4
paraiba,cuite,roubo de veiculo,novembro,1
paraiba,guarabira,estupro,novembro,1
paraiba,guarabira,homicidio doloso,novembro,2
paraiba,gurinhem,homicidio doloso,novembro,1
paraiba,inga,homicidio doloso,novembro,1
paraiba,itaporanga,homicidio doloso,novembro,1
paraiba,itapororoca,homicidio doloso,novembro,2
paraiba,itatuba,homicidio doloso,novembro,1
paraiba,joao pessoa,estupro,novembro,6
paraiba,joao pessoa,homicidio doloso,novembro,27
paraiba,junco do serido,furto de veiculo,novembro,2
paraiba,juripiranga,roubo de veiculo,novembro,1
paraiba,lagoa seca,homicidio doloso,novembro,1
paraiba,lucena,homicidio doloso,novembro,1
paraiba,malta,estupro,novembro,1
paraiba,mamanguape,furto de veiculo,novembro,3
paraiba,mamanguape,homicidio doloso,novembro,2
paraiba,mamanguape,roubo de veiculo,novembro,2
paraiba,manaira,homicidio doloso,novembro,1
paraiba,mogeiro,furto de veiculo,novembro,2
paraiba,montadas,roubo seguido de morte (latrocinio),novembro,1
paraiba,monteiro,furto de veiculo,novembro,1
paraiba,monteiro,roubo de veiculo,novembro,1
paraiba,natuba,homicidio doloso,novembro,1
paraiba,olho d'agua,estupro,novembro,1
paraiba,patos,estupro,novembro,5
paraiba,patos,homicidio doloso,novembro,1
paraiba,pedra branca,estupro,novembro,1
paraiba,pedras de fogo,estupro,novembro,1
paraiba,pedras de fogo,homicidio doloso,novembro,1
paraiba,pedras de fogo,roubo seguido de morte (latrocinio),novembro,1
paraiba,piloezinhos,estupro,novembro,1
paraiba,piloezinhos,homicidio doloso,novembro,1
paraiba,pirpirituba,roubo seguido de morte (latrocinio),novembro,1
paraiba,pitimbu,homicidio doloso,novembro,1
paraiba,pocinhos,homicidio doloso,novembro,2
paraiba,puxinana,homicidio doloso,novembro,1
paraiba,queimadas,furto de veiculo,novembro,1
paraiba,queimadas,homicidio doloso,novembro,1
paraiba,queimadas,roubo de veiculo,novembro,2
paraiba,riachao,homicidio doloso,novembro,1
paraiba,riachao do poco,homicidio doloso,novembro,1
paraiba,rio tinto,homicidio doloso,novembro,1
paraiba,santana de mangueira,homicidio doloso,novembro,1
paraiba,santa rita,homicidio doloso,novembro,7
paraiba,santo andre,homicidio doloso,novembro,1
paraiba,sao jose de espinharas,estupro,novembro,1
paraiba,sape,homicidio doloso,novembro,3
paraiba,serido,furto de veiculo,novembro,2
paraiba,solanea,roubo de veiculo,novembro,1
paraiba,soledade,homicidio doloso,novembro,1
paraiba,sousa,homicidio doloso,novembro,1
paraiba,taperoa,furto de veiculo,novembro,1
paraiba,teixeira,roubo de veiculo,novembro,1
paraiba,umbuzeiro,estupro,novembro,1
paraiba,agua branca,estupro,dezembro,1
paraiba,alagoa grande,homicidio doloso,dezembro,1
paraiba,alagoa nova,homicidio doloso,dezembro,3
paraiba,alhandra,estupro,dezembro,1
paraiba,alhandra,homicidio doloso,dezembro,1
paraiba,aparecida,estupro,dezembro,1
paraiba,aparecida,homicidio doloso,dezembro,1
paraiba,aracagi,furto de veiculo,dezembro,1
paraiba,aracagi,homicidio doloso,dezembro,1
paraiba,aroeiras,homicidio doloso,dezembro,1
paraiba,bananeiras,homicidio doloso,dezembro,1
paraiba,bayeux,homicidio doloso,dezembro,3
paraiba,bom jesus,homicidio doloso,dezembro,1
paraiba,bonito de santa fe,furto de veiculo,dezembro,1
paraiba,boqueirao,furto de veiculo,dezembro,1
paraiba,boqueirao,homicidio doloso,dezembro,1
paraiba,brejo do cruz,homicidio doloso,dezembro,2
paraiba,brejo dos santos,homicidio doloso,dezembro,1
paraiba,cabedelo,homicidio doloso,dezembro,2
paraiba,cacimba de dentro,roubo de veiculo,dezembro,1
paraiba,cajazeiras,homicidio doloso,dezembro,4
paraiba,campina grande,estupro,dezembro,8
paraiba,campina grande,homicidio doloso,dezembro,11
paraiba,campina grande,roubo seguido de morte (latrocinio),dezembro,1
paraiba,catole do rocha,homicidio doloso,dezembro,2
paraiba,conceicao,homicidio doloso,dezembro,2
paraiba,condado,estupro,dezembro,1
paraiba,condado,roubo seguido de morte (latrocinio),dezembro,1
paraiba,conde,homicidio doloso,dezembro,1
paraiba,cuite,furto de veiculo,dezembro,2
paraiba,desterro,estupro,dezembro,1
paraiba,desterro,homicidio doloso,dezembro,1
paraiba,dona ines,roubo de veiculo,dezembro,1
paraiba,dona ines,roubo seguido de morte (latrocinio),dezembro,1
paraiba,esperanca,homicidio doloso,dezembro,2
paraiba,guarabira,estupro,dezembro,6
paraiba,guarabira,homicidio doloso,dezembro,2
paraiba,imaculada,furto de veiculo,dezembro,1
paraiba,inga,homicidio doloso,dezembro,1
paraiba,itapororoca,homicidio doloso,dezembro,1
paraiba,joao pessoa,homicidio doloso,dezembro,31
paraiba,juazeirinho,homicidio doloso,dezembro,2
paraiba,junco do serido,furto de veiculo,dezembro,2
paraiba,juripiranga,homicidio doloso,dezembro,1
paraiba,juripiranga,roubo de veiculo,dezembro,1
paraiba,juripiranga,roubo seguido de morte (latrocinio),dezembro,1
paraiba,lagoa,homicidio doloso,dezembro,1
paraiba,lagoa seca,homicidio doloso,dezembro,1
paraiba,livramento,homicidio doloso,dezembro,1
paraiba,logradouro,homicidio doloso,dezembro,1
paraiba,mamanguape,estupro,dezembro,1
paraiba,mamanguape,furto de veiculo,dezembro,3
paraiba,mamanguape,homicidio doloso,dezembro,2
paraiba,marcacao,homicidio doloso,dezembro,1
paraiba,mari,homicidio doloso,dezembro,1
paraiba,marizopolis,estupro,dezembro,1
paraiba,marizopolis,homicidio doloso,dezembro,1
paraiba,matinhas,roubo de veiculo,dezembro,1
paraiba,matureia,roubo de veiculo,dezembro,1
paraiba,mogeiro,estupro,dezembro,1
paraiba,monteiro,estupro,dezembro,3
paraiba,monteiro,furto de veiculo,dezembro,1
paraiba,nova olinda,homicidio doloso,dezembro,1
paraiba,patos,estupro,dezembro,6
paraiba,patos,roubo de veiculo,dezembro,1
paraiba,paulista,homicidio doloso,dezembro,1
paraiba,pitimbu,homicidio doloso,dezembro,2
paraiba,pocinhos,homicidio doloso,dezembro,2
paraiba,pombal,homicidio doloso,dezembro,1
paraiba,princesa isabel,homicidio doloso,dezembro,1
paraiba,queimadas,furto de veiculo,dezembro,1
paraiba,queimadas,homicidio doloso,dezembro,1
paraiba,queimadas,roubo de veiculo,dezembro,2
paraiba,remigio,estupro,dezembro,1
paraiba,remigio,homicidio doloso,dezembro,2
paraiba,salgadinho,furto de veiculo,dezembro,1
paraiba,santana de mangueira,homicidio doloso,dezembro,2
paraiba,santarem,homicidio doloso,dezembro,1
paraiba,santa rita,estupro,dezembro,2
paraiba,santa rita,homicidio doloso,dezembro,5
paraiba,sao bento,homicidio doloso,dezembro,1
paraiba,sao jose de piranhas,furto de veiculo,dezembro,1
paraiba,sao jose de piranhas,roubo de veiculo,dezembro,1
paraiba,serraria,estupro,dezembro,2
paraiba,sertaozinho,estupro,dezembro,1
paraiba,solanea,furto de veiculo,dezembro,4
paraiba,solanea,homicidio doloso,dezembro,1
paraiba,solanea,roubo de veiculo,dezembro,2
paraiba,soledade,homicidio doloso,dezembro,1
paraiba,sossego,homicidio doloso,dezembro,1
paraiba,sousa,estupro,dezembro,1
paraiba,sousa,homicidio doloso,dezembro,1
paraiba,sume,roubo de veiculo,dezembro,1
paraiba,taperoa,furto de veiculo,dezembro,3
